,RadarSysTime_labeled,Radar_Time_labeled,RANGE_labeled,AZIMUTH_labeled,ELEVATION_labeled,X_labeled,Y_labeled,Z_labeled,VELX_labeled,VELY_labeled,VELZ_labeled,ACCX_labeled,ACCY_labeled,ACCZ_labeled,P_UAV_labeled,P_UNK_labeled,ID_labeled,RCSEst_labeled,RCSEst_DBSM_labeled,label,TS_diff,jumped/ok
1722,2022.06.30 12:49:50:875,1.097,1446.70488068287,44.3627509057657,2.95108561280703,1032.91732786829,1010.19272702303,74.4812718126923,-36.819653,20.462261,2.428149,-0.000846,-0.007514,0.00863,254,254,2536,0.125892541179417,-9,0.0,0.534,ok
1723,2022.06.30 12:49:51:437,1.659,1444.55508344064,45.3016490864097,2.9410855891155,1014.72450382076,1025.46573490182,74.1188031621277,-36.794613,20.454273,2.420552,0.027535,-0.039212,-0.056394,254,254,2536,0.125892541179417,-9,0.0,0.562,ok
1724,2022.06.30 12:49:51:987,2.209,1449.640079239,45.5845954432733,3.63742767190136,1012.49466058565,1033.36957359797,91.9687228547409,-24.45772,27.977438,2.234675,0.0,0.0,0.0,254,254,2536,0.158489319246111,-8,0.0,0.55,ok
1725,2022.06.30 12:49:52:534,2.756,1452.77626678053,46.3617833388865,3.81120860214936,1000.34722704673,1049.06604201287,96.5647252164781,-24.43589,27.994282,2.228801,0.0,0.0,0.0,254,254,2536,0.158489319246111,-8,0.0,0.5469999999999997,ok
1726,2022.06.30 12:49:53:080,3.302,1456.11469530299,47.0813161832444,3.96829724556786,989.178182544652,1063.78663304926,100.769679967314,-24.420761,27.99181,2.228569,0.0,0.0,0.0,254,254,2536,0.158489319246111,-8,0.0,0.5460000000000003,ok
1727,2022.06.30 12:49:53:630,3.852,1426.61324995845,43.2412244333406,2.92814055728576,1037.89651791286,976.05595331734,72.8763271244243,-49.212765,-0.760546,18.462044,0.0,0.0,0.0,254,254,2536,0.158489319246111,-8,0.0,0.5499999999999998,ok
1728,2022.06.30 12:49:54:177,4.399,1408.00632644694,44.152055330209,2.7769274772713,1009.04943192517,979.616172862163,68.214464103803,-49.206192,-0.761303,18.458622,0.003472,-0.007175,-0.00974,254,254,2536,0.158489319246111,-8,0.0,0.5470000000000002,ok
1729,2022.06.30 12:49:54:726,4.948,1391.39614073983,45.0058722131362,2.64685786568091,982.715262925252,982.916719473822,64.2546111829579,-49.192047,-0.762968,18.451294,0.0,0.0,0.0,254,254,2536,0.158489319246111,-8,0.0,0.5490000000000004,ok
1730,2022.06.30 12:49:55:273,5.495,1373.74892374385,45.9419987481718,2.51258468199447,954.367663330864,986.276631915865,60.2235337095335,-49.171967,-0.764901,18.44047,-0.000129,2e-06,0.00046,254,254,2536,0.158489319246111,-8,0.0,0.5469999999999997,ok
1731,2022.06.30 12:49:55:835,6.057,1398.50084133211,46.7095998143406,3.26497857601425,957.39045301266,1016.29917508321,79.6499241180718,-44.098125,5.781127,14.120523,0.0,0.0,0.0,254,254,2536,0.0125892541179417,-19,0.0,0.5620000000000003,ok
1732,2022.06.30 12:49:56:385,6.607,1386.29111565424,47.6398732939371,3.18176016211405,932.626880737022,1022.78528804879,76.9442214826122,-44.086933,5.778689,14.115858,0.0,0.0,0.0,254,254,2536,0.0125892541179417,-19,0.0,0.5499999999999998,ok
1733,2022.06.30 12:49:56:947,7.169,1374.87858580487,48.5588857917016,3.10138068591151,908.630572436843,1029.14940484121,74.3848845725879,-44.068737,5.774666,14.107867,5e-06,3.5e-05,-9e-06,254,254,2536,0.0125892541179417,-19,0.0,0.5619999999999994,ok
1734,2022.06.30 12:49:57:499,7.721,1363.2073394446,49.5506598509175,3.03254328459433,883.176972455811,1035.92069378007,72.1179716689512,-44.038616,5.769772,14.092483,-0.002154,0.004334,0.007263,254,254,2536,0.0125892541179417,-19,0.0,0.5520000000000005,ok
1735,2022.06.30 12:49:58:050,8.272,1352.23084820958,50.5432322836212,2.9448088232792,858.202275119256,1042.68456987683,69.4694866146892,-44.009308,5.764007,14.079585,0.0,0.0,0.0,254,254,2536,0.0125892541179417,-19,0.0,0.5510000000000002,ok
1736,2022.06.30 12:49:58:599,8.821,1342.03797359438,51.4988533426713,2.86218376219182,834.417091880459,1048.96296289707,67.0129973758012,-43.982765,5.759044,14.067417,-0.004591,0.000845,0.00552,254,254,2536,0.0125892541179417,-19,0.0,0.5489999999999995,ok
1737,2022.06.30 12:49:59:148,9.37,1331.76266628049,52.5136198215542,2.78161780633896,809.519630813506,1055.50594007688,64.6295372759923,-43.957714,5.753835,14.056671,0.0,0.0,0.0,254,254,2536,0.0125892541179417,-19,0.0,0.5489999999999995,ok
1738,2022.06.30 12:49:59:698,9.92,1335.20430293507,56.9809367613253,3.54261152971485,726.186605123337,1117.41520185376,82.5034046685323,12.719188,-4.253707,-3.602263,0.000436,-0.000921,-0.001408,254,254,2536,0.0501187233627272,-13,0.0,0.5500000000000007,ok
1739,2022.06.30 12:50:00:263,10.485,1336.31168568266,56.6535962567166,3.53888439624612,733.169217172079,1114.17594379629,82.4850686425343,12.711892,-4.251075,-3.600235,0.0,0.0,0.0,254,254,2536,0.0501187233627272,-13,0.0,0.5649999999999995,ok
1740,2022.06.30 12:50:00:794,11.016,1337.46925096824,56.3662607635027,3.54248876159465,739.38456524536,1111.44276062811,82.6404973957688,12.705617,-4.248739,-3.598561,0.003663,-0.002775,-0.00235,254,254,2536,0.0501187233627272,-13,0.0,0.5310000000000006,ok
1741,2022.06.30 12:50:01:343,11.565,1338.82692598928,56.0446135991097,3.54496880617388,746.367177294102,1108.39554192871,82.7822266221046,12.697985,-4.24585,-3.596572,0.045914,-0.070316,-0.112633,254,254,2536,0.0501187233627272,-13,0.0,0.5489999999999995,ok
1742,2022.06.30 12:50:01:906,12.128,1340.23002426616,55.6842623084245,3.53988065112855,754.117053318769,1104.84224833955,82.7501910710707,12.689486,-4.24277,-3.594222,0.0,0.0,0.0,254,254,2536,0.0501187233627272,-13,0.0,0.5630000000000006,ok
1743,2022.06.30 12:50:02:453,12.675,1341.44474600416,55.4081714239763,3.53892122604942,760.121276330668,1102.19478894402,82.8027721531689,12.683145,-4.240417,-3.592522,0.0,0.0,0.0,254,254,2536,0.0501187233627272,-13,0.0,0.5470000000000006,ok
1744,2022.06.30 12:50:02:996,13.218,1342.93076305748,55.0553116237532,3.54740555062126,767.737263563555,1098.69835956908,83.0929791396484,12.675355,-4.237551,-3.590412,0.0,0.0,0.0,254,254,2536,0.0501187233627272,-13,0.0,0.5429999999999993,ok
1745,2022.06.30 12:50:03:558,13.78,1344.52821264479,54.7208515782979,3.5398694734533,775.064889465459,1095.50855288327,83.0153134986758,12.667233,-4.234508,-3.588265,0.0,0.0,0.0,254,254,2536,0.0501187233627272,-13,0.0,0.5619999999999994,ok
1746,2022.06.30 12:50:04:107,14.329,1346.09997959498,54.4027045064096,3.5417750319287,782.047501513734,1092.46133418387,83.157042725943,12.66008,-4.231934,-3.586268,0.0,0.0,0.0,254,254,2536,0.0501187233627272,-13,0.0,0.5490000000000013,ok
1747,2022.06.30 12:50:04:658,14.88,1347.37024184949,54.0817503247644,3.54456012505485,788.896224771626,1089.08690098163,83.3008839860559,12.652931,-4.229302,-3.584332,2.4e-05,-3e-06,-1.3e-05,254,254,2536,0.0501187233627272,-13,0.0,0.5510000000000002,ok
1748,2022.06.30 12:50:05:204,15.426,1348.96294305451,53.7744479417785,3.54202438847001,795.667711758986,1086.12540605487,83.3397655421868,12.645236,-4.226366,-3.58235,0.0,0.0,0.0,254,254,2536,0.0501187233627272,-13,0.0,0.5459999999999994,ok
