,RadarSysTime_labeled,Radar_Time_labeled,RANGE_labeled,AZIMUTH_labeled,ELEVATION_labeled,X_labeled,Y_labeled,Z_labeled,VELX_labeled,VELY_labeled,VELZ_labeled,ACCX_labeled,ACCY_labeled,ACCZ_labeled,P_UAV_labeled,P_UNK_labeled,ID_labeled,RCSEst_labeled,RCSEst_DBSM_labeled,label,TS_diff,jumped/ok
10,2022.06.30 12:44:16:032,5.503,953.957914941099,163.308857377495,4.27633288291184,-911.220814154258,273.22580758687,71.133602462709,0.359248,-4.430193,-2.49002,-6e-06,7e-06,2e-06,254,254,2,0.0398107170553497,-14,0.0,0.532,ok
11,2022.06.30 12:44:16:598,6.069,950.557064555038,161.805991702855,4.97667989632176,-899.629330674071,295.678829216205,82.4610836682841,-2.180466,-2.294598,4.373605,0.001199,-0.003857,-0.003747,254,254,2,0.0398107170553497,-14,0.0,0.5659999999999998,ok
12,2022.06.30 12:44:17:144,6.615,951.89136960497,161.639649992234,4.98633354387928,-900.015512023192,298.70371738432,82.7366114053875,-2.177666,-2.296073,4.367558,-0.008642,-0.008604,0.001678,254,254,2,0.0398107170553497,-14,0.0,0.5460000000000003,ok
13,2022.06.30 12:44:17:696,7.167,953.158945994194,161.484757628951,4.9866525680747,-900.401693372779,301.536566194376,82.852073890157,-2.175985,-2.296867,4.364664,1.9e-05,-3.2e-05,-4.6e-05,254,254,2,0.0398107170553497,-14,0.0,0.5519999999999996,ok
14,2022.06.30 12:44:18:260,7.731,952.09618408163,161.970601698476,4.68806542393627,-902.317303949536,293.692603864183,77.8156871814281,-1.005325,-3.038877,0.743903,-3e-06,1e-06,2e-06,254,254,2,0.0398107170553497,-14,0.0,0.5640000000000001,ok
15,2022.06.30 12:44:18:791,8.262,953.353291509806,161.922231555258,4.64440560161816,-903.31627673486,294.861375503842,77.1943770907819,-1.005164,-3.037399,0.742652,-1e-05,3.7e-05,-5e-06,254,254,2,0.0398107170553497,-14,0.0,0.5310000000000006,ok
16,2022.06.30 12:44:19:341,8.812,954.829966939415,161.873044460043,4.59361177038421,-904.526374581044,296.115870916146,76.4702193299308,-1.00525,-3.036127,0.741766,-0.000175,0.000195,0.001096,254,254,2,0.0398107170553497,-14,0.0,0.5499999999999989,ok
17,2022.06.30 12:44:19:887,9.358,956.017243935052,161.835922927499,4.54091655795592,-905.525347365903,297.092603197743,75.6888439878821,-1.005032,-3.034872,0.740798,-3.2e-05,-3.2e-05,6e-06,254,254,2,0.0398107170553497,-14,0.0,0.5460000000000012,ok
18,2022.06.30 12:44:20:436,9.907,948.009411421176,162.290001216829,4.66687791283753,-900.087649570252,287.427694739567,77.1322729531676,0.18938,-0.916226,-1.035094,0.012742,-0.021834,-0.032736,254,254,2,0.0630957344480193,-12,0.0,0.5489999999999995,ok
19,2022.06.30 12:44:20:984,10.455,948.402613747678,162.320337453544,4.64289701711615,-900.643788484219,287.079888423039,76.7686243932694,0.186571,-0.922258,-1.03124,0.0,0.0,0.0,254,254,2,0.0630957344480193,-12,0.0,0.548,ok
20,2022.06.30 12:44:21:546,11.017,948.625989940356,162.351470171291,4.60023930431843,-901.066038606871,286.675217892287,76.0827332977206,0.186192,-0.921444,-1.031035,-3e-06,1e-06,3e-06,254,254,2,0.0630957344480193,-12,0.0,0.5619999999999994,ok
21,2022.06.30 12:44:22:096,11.567,945.373528914377,162.744965258278,4.59187925664183,-899.928078307281,279.521801873943,75.6843796521425,1.064486,-0.205879,-2.681976,-0.000373,0.006756,1.2e-05,254,254,2,0.0316227766016838,-15,0.0,0.5500000000000007,ok
22,2022.06.30 12:44:22:644,12.115,945.476965248383,162.841476028246,4.55631578013856,-900.540869743018,278.049764062533,75.1076723281294,1.061115,-0.213172,-2.677791,0.0,0.0,0.0,254,254,2,0.0316227766016838,-15,0.0,0.548,ok
23,2022.06.30 12:44:23:194,12.665,945.264428069734,162.928926391719,4.51866874586583,-900.808647325649,276.627177623246,74.4716353891417,1.060183,-0.211142,-2.677692,0.000595,-0.000305,-0.000523,254,254,2,0.0316227766016838,-15,0.0,0.5499999999999989,ok
24,2022.06.30 12:44:23:758,13.229,945.652255520898,162.991600341148,4.5822057681697,-901.400855013146,275.730402984802,75.547546771355,1.381418,-0.388099,-2.402957,0.0,0.0,0.0,0,0,2,0.0125892541179417,-19,0.0,0.5640000000000001,ok
25,2022.06.30 12:44:24:304,13.775,945.831008039278,163.076875521991,4.55601847235214,-902.013646448883,274.450404531919,75.1309046987444,1.384844,-0.39704,-2.403166,3.8e-05,-7.5e-05,-0.000255,254,254,2,0.0125892541179417,-19,0.0,0.5460000000000012,ok
26,2022.06.30 12:44:24:854,14.325,945.895548336425,163.173599906282,4.54649398935223,-902.549201615076,272.949507162561,74.9792875824496,1.384138,-0.398822,-2.40285,1.5e-05,-1.6e-05,-2e-06,254,254,2,0.0125892541179417,-19,0.0,0.5499999999999989,ok
27,2022.06.30 12:44:25:416,14.887,946.011282176742,163.2699798802,4.51089857929772,-903.161993050813,271.477469350688,74.4025802584365,1.383562,-0.399717,-2.401826,0.000366,-0.000782,-0.001215,254,254,2,0.0125892541179417,-19,0.0,0.5620000000000012,ok
28,2022.06.30 12:44:25:964,15.435,949.956958570259,163.236318862737,4.6345555825608,-906.61213157862,273.095388575588,76.7565941745415,2.752167,-3.069446,-3.99327,0.014036,-6.3e-05,-0.01508,254,254,2,0.01,-20,0.0,0.548,ok
29,2022.06.30 12:44:26:512,15.983,951.587120941677,163.39837411575,4.56466682029021,-909.027228548039,271.020874745413,75.7313142139465,2.758227,-3.0835,-4.018662,-0.001212,-0.001603,8.7e-05,254,254,2,0.01,-20,0.0,0.548,ok
30,2022.06.30 12:44:27:075,16.546,953.190432842279,163.53863468293,4.4950234079535,-911.308436726143,269.273575418527,74.7039222205058,2.7597,-3.089445,-4.024398,0.0,0.0,0.0,254,254,2,0.01,-20,0.0,0.5629999999999988,ok
31,2022.06.30 12:44:27:627,17.098,952.58299023301,163.446025949977,4.57075177660493,-910.196158897743,270.545306127624,75.9114150926471,2.961178,-3.988165,-4.036773,0.0,0.0,0.0,254,254,2,0.0125892541179417,-19,0.0,0.5519999999999996,ok
32,2022.06.30 12:44:28:174,17.645,954.914349513016,163.624316618029,4.47941577401924,-913.37851984292,268.400749111624,74.5797041542828,2.974031,-4.016097,-4.067729,0.000655,-0.001217,-1.4e-05,254,254,2,0.0125892541179417,-19,0.0,0.5470000000000006,ok
33,2022.06.30 12:44:28:723,18.194,957.001863007512,163.781988149977,4.39570520728535,-916.215866934991,266.497682826739,73.3487288532779,2.976087,-4.023475,-4.073642,0.0,0.0,0.0,254,254,2,0.0125892541179417,-19,0.0,0.5489999999999995,ok
34,2022.06.30 12:44:29:271,18.742,958.945425351938,163.929314959804,4.32877044533294,-918.842088965735,264.700932127733,72.3806664738804,2.975167,-4.024764,-4.074661,-1.2e-05,-1.6e-05,1e-06,254,254,2,0.0125892541179417,-19,0.0,0.5480000000000018,ok
35,2022.06.30 12:44:29:833,19.304,954.818710154741,162.566950005716,4.58727401642314,-908.043551932497,285.138931937374,76.3640396324918,-0.424462,-3.699589,0.414288,0.000502,0.00086,-8.3e-05,254,254,2,0.0251188643150958,-16,0.0,0.5619999999999976,ok
36,2022.06.30 12:44:30:398,19.869,956.604919535262,162.525865263594,4.5387439789848,-909.598663631788,286.343975977557,75.6992114866152,-0.422437,-3.696629,0.410131,8.8e-05,-0.000171,-0.000344,254,254,2,0.0251188643150958,-16,0.0,0.5650000000000013,ok
37,2022.06.30 12:44:30:945,20.416,958.322179719545,162.495922044107,4.48112249686473,-911.153775330613,287.356980659679,74.8743180893362,-0.422595,-3.695582,0.409135,0.005455,-0.010873,-0.016926,254,254,2,0.0251188643150958,-16,0.0,0.5470000000000006,ok
38,2022.06.30 12:44:31:496,20.967,953.050315234727,162.212318493322,4.72721820618371,-904.402872091603,290.157521390367,78.5427342411131,-0.786583,-2.104794,1.537624,-0.005088,0.002018,0.004971,254,254,2,0.01,-20,0.0,0.5509999999999984,ok
39,2022.06.30 12:44:32:060,21.531,954.038248900524,162.164911369656,4.71668527256616,-905.113483545591,291.211709699892,78.4493620293215,-0.783865,-2.107422,1.532124,0.0,0.0,0.0,254,254,2,0.01,-20,0.0,0.5640000000000001,ok
40,2022.06.30 12:44:32:594,22.065,955.146034469954,162.106378116891,4.68963094764974,-905.901331269124,292.48679692543,78.0909648602828,-0.78231,-2.108097,1.528952,0.0,0.0,0.0,254,254,2,0.01,-20,0.0,0.5340000000000025,ok
41,2022.06.30 12:44:33:142,22.613,953.867421484962,162.165702356041,4.69811028584863,-904.97959475381,291.154845485202,78.1271194918081,-0.239605,-2.254921,0.889508,0.0,0.0,0.0,0,0,2,0.158489319246111,-8,0.0,0.5479999999999983,ok
42,2022.06.30 12:44:33:688,23.159,955.002367880076,162.128379540314,4.67106737943868,-905.901331269124,292.102718208378,77.7708343574777,-0.232726,-2.265012,0.887843,0.001074,-0.003622,-0.004083,254,254,2,0.158489319246111,-8,0.0,0.5459999999999994,ok
43,2022.06.30 12:44:34:239,23.71,956.236639322466,162.101355750819,4.65335567486133,-906.956956575753,292.915415787258,77.5767265083268,-0.229832,-2.268346,0.886958,0.0,0.0,0.0,254,254,2,0.158489319246111,-8,0.0,0.5510000000000019,ok
44,2022.06.30 12:44:34:786,24.257,957.471212678947,162.074402996999,4.63568861341949,-908.012581882382,293.728113366138,77.3826186591759,-0.228935,-2.268703,0.886248,0.0,0.0,0.0,254,254,2,0.158489319246111,-8,0.0,0.5470000000000006,ok
